median_house_value,housing_median_age,total_rooms,total_bedrooms,population
79800,36,1206,197,537
55500,34,1376,376,702
55000,52,662,160,520
61200,26,2796,629,2017
258300,25,778,135,340
198600,16,3120,685,2383
203600,27,2303,471,1447
234000,44,3192,565,1439
264700,15,2873,547,1582
119600,14,1527,269,665
97600,12,1958,369,875
88300,20,743,171,395
58000,18,945,205,385
86500,16,2754,570,1063
73800,22,2515,482,1284
58900,48,1783,399,938
71300,41,1492,350,804
48800,24,1107,261,768
383300,32,541,82,229
131300,52,220,32,55
228600,14,6355,1279,3704
251500,16,6637,1171,3575
308700,16,865,123,403
270000,34,737,140,362
95300,12,3744,699,1532
117900,10,1742,307,721
102900,18,2672,533,1151
84000,26,1503,343,699
87300,23,2263,497,1138
85500,22,2447,556,1157
92600,19,2888,591,984
111200,15,1677,345,844
70300,19,1396,336,940
225000,21,1299,338,1494
241400,13,2479,394,1075
344500,14,9483,1361,4108
350000,24,1511,318,1052
241500,21,3416,624,1862
286500,18,1575,230,751
89500,25,1612,313,837
59800,24,1610,324,909
65200,44,2035,476,1030
83800,21,1432,328,933
154400,30,1428,287,989
125000,32,404,74,144
386800,21,5322,908,3011
298500,5,6529,1010,3071
118500,19,9899,2617,11272
127600,37,3149,833,3456
119200,39,3260,821,3130
43500,40,3272,663,1467
93500,23,1759,366,788
92800,20,1173,261,523
63300,18,2105,416,974
110700,7,4480,776,2271
97100,16,2037,464,1267
74000,36,2321,455,1168
65300,23,1984,528,1043
61500,41,2183,559,1202
64100,41,1317,309,856
65900,35,2787,587,1431
94200,26,1405,204,627
97200,5,2320,502,1245
123800,11,3519,577,1459
99700,21,2693,481,1337
118800,36,1826,329,1068
430600,26,1786,306,771
260700,37,1593,303,1030
165400,30,1337,253,838
177800,24,4195,706,2200
72900,12,512,144,767
135700,11,4712,1098,5982
130500,43,2534,592,2448
129000,45,1827,408,1507
135200,31,2697,690,2220
165500,52,1437,298,836
230600,20,1335,290,717
450000,25,726,274,411
64500,23,1922,411,872
93400,28,1677,327,770
109700,22,2598,482,1151
70500,37,1296,296,569
134000,13,1907,347,821
103800,7,1879,444,1065
71800,27,336,60,195
73500,27,2991,637,1419
72500,16,1547,418,940
68300,39,1874,411,822
79500,26,2355,531,1047
98800,34,1991,348,804
225000,34,431,85,391
183800,25,2019,411,888
209400,17,2549,596,1169
248200,17,1830,398,1110
335000,14,5034,797,2124
152900,19,5015,1013,3251
130400,34,2486,560,2443
90300,24,2237,434,834
121800,20,1808,334,763
100000,37,1189,248,627
110700,13,6408,1087,3294
92900,18,3212,542,1817
253900,22,1999,415,967
288100,13,4780,798,2795
222500,18,1819,283,919
175000,30,2628,444,1372
159900,17,4203,816,2900
142500,32,4089,735,2927
156100,16,6568,1603,6012
137500,28,256,66,214
248100,24,3174,506,1466
61300,15,2909,549,1537
96700,31,1599,318,794
65200,23,1387,325,640
86400,24,1003,251,1098
73500,40,812,154,374
114800,16,5022,1103,2087
89100,11,4833,944,2336
321700,14,6006,914,2915
245100,20,2606,424,1361
227500,15,2191,358,1150
148100,29,4964,1056,2773
160300,21,7884,2011,4907
169600,52,2351,459,1169
123200,28,1926,556,1717
221000,42,4261,840,2013
214200,30,3745,767,1762
102400,22,2144,376,1200
96200,27,2098,372,1090
263100,19,2055,358,1064
253500,15,2608,458,1531
238700,17,3921,654,1895
157500,27,4131,886,2002
158100,33,3252,630,2010
168900,6,10613,2485,7249
192300,40,2878,592,1444
193100,40,2497,520,1275
405800,9,1580,287,465
57800,17,2548,537,1118
80400,8,2411,463,786
86300,27,2599,502,1241
84600,22,1217,224,537
58000,29,3041,683,2106
94600,26,2121,375,1125
112300,22,2264,390,1056
110400,46,645,131,410
326500,13,6141,1019,2553
213500,22,1046,195,527
187500,22,569,132,542
168300,38,5561,1292,3523
222500,24,3071,544,1477
189700,19,9371,1980,4259
141300,15,3996,748,1786
61600,29,1860,400,1137
179700,17,1969,297,717
141700,19,1366,220,596
162800,19,3388,599,1707
412600,19,3754,588,1692
152800,12,19234,4492,12153
56200,29,2220,471,1170
86000,38,412,93,304
94900,46,2292,472,970
125400,15,1850,441,1348
386200,12,4077,590,1618
305600,23,1229,254,687
221000,18,2837,522,1454
185300,19,2164,410,1309
390100,15,4037,586,1596
57000,32,1852,373,911
63900,46,1210,243,523
56000,37,2330,495,1505
225000,22,1360,282,808
153600,16,2372,588,1400
226500,13,6819,1158,2828
172900,9,3079,519,1562
151400,33,2396,452,1391
131100,36,1710,320,861
156700,19,2005,405,972
152500,10,3258,612,1779
187100,17,1962,291,825
385700,15,531,154,469
231900,19,2511,465,1551
227200,21,2294,478,1306
252600,37,641,129,458
283100,19,3562,530,1607
288400,19,2150,479,1052
57600,21,1432,284,862
59400,22,1814,342,941
151400,32,710,155,550
164100,20,8627,1516,4071
129700,27,3861,718,2085
253800,16,1680,285,1103
177000,19,2528,554,2332
240200,19,2371,324,944
78400,36,1069,228,567
194300,16,2790,624,1386
156500,7,7957,1314,4460
168800,5,7105,1143,3523
450000,17,1671,352,729
394100,21,1062,179,631
145200,30,3306,629,1623
137500,18,974,317,521
164400,40,1266,257,547
189100,3,9217,1522,3578
200200,12,5608,1049,2595
224700,29,2931,535,1954
136900,23,2392,721,3074
175700,28,827,178,703
377000,27,3184,520,1121
95100,24,1535,279,726
85500,27,2596,435,1100
71200,20,2302,412,1205
179100,18,3960,1151,2248
115800,22,1910,326,1001
186300,5,4980,774,2399
500001,34,440,90,217
362700,12,1961,280,985
294700,6,7292,1295,2468
156000,29,1210,281,863
151700,17,2648,589,1193
164600,14,3355,695,1350
245300,16,3841,620,1799
274600,33,2952,565,1264
279100,28,1973,343,970
95300,16,2867,559,1203
81900,29,1687,327,864
132500,9,12139,2640,6837
236200,33,2479,382,979
227700,26,4802,950,2199
192400,11,12070,2220,5826
183400,35,1755,299,702
500001,18,1947,250,605
133700,23,1801,415,548
221000,15,1486,310,455
467700,18,3167,478,1414
190800,19,3461,634,2790
202700,27,1580,303,1066
218100,24,4026,881,2264
177800,46,1362,321,1068
161400,52,1211,447,1102
173200,32,1461,422,1494
135300,25,1851,418,1678
132400,32,1740,399,1563
34200,31,602,153,112
67500,48,540,110,234
69400,38,674,178,701
133400,17,5320,984,2866
201800,11,15018,3008,7984
219400,23,8800,1857,6330
256700,9,3980,736,1705
204400,52,2157,418,929
177500,35,1864,357,1189
186900,32,1078,207,555
350000,6,3023,518,1225
286200,5,4153,719,2435
335500,6,3526,559,1378
277900,15,2267,348,1150
241000,17,660,129,431
500001,17,250,52,141
233900,16,4274,715,2240
279800,21,1416,269,779
160700,46,947,257,1120
238300,36,2096,409,1454
169700,20,2687,637,2154
155000,23,1276,437,1359
211000,28,1445,268,1017
121000,27,1608,503,2031
158600,20,3759,609,1705
87900,32,1950,385,1145
123100,47,1697,318,775
107900,43,2559,598,1820
107200,45,2438,462,1415
108900,42,2670,518,1548
168100,13,2983,534,1417
205100,4,5623,780,2429
418800,25,494,81,254
179200,44,495,112,277
158400,36,1687,372,950
264200,20,8068,1217,3489
348400,9,3160,468,1675
355300,8,3088,474,1799
261100,12,10236,1878,5674
253800,15,4713,769,2519
299300,16,3992,540,2097
191100,16,1617,306,667
229100,20,4228,816,2389
190000,33,1406,317,1075
184300,24,1943,447,1844
190400,20,2587,547,1534
194800,9,4934,1112,3198
162000,8,2715,750,2580
293800,37,424,65,266
174800,18,6601,1395,3562
426000,18,2321,358,803
179200,8,140,28,84
119400,43,3766,847,1855
146900,38,2948,478,1123
139900,18,4224,632,1907
204300,12,10509,2186,5633
133900,19,2688,469,1216
174500,8,2371,375,1094
213700,4,17032,2546,7653
168400,35,2853,588,1761
174600,34,2358,498,1157
172500,17,3112,872,1392
201100,28,1773,278,804
199800,26,2211,344,1024
193000,25,1947,418,900
338400,21,1959,292,891
378200,11,3195,410,1774
359500,10,2829,394,1510
271500,25,2093,297,983
262700,17,2123,341,1067
217100,18,2127,387,1547
178400,21,2794,662,2236
241200,19,1515,253,975
116300,8,5690,1189,2887
82100,39,1105,180,408
103100,23,1755,321,1061
95300,24,3794,848,2225
167200,30,2602,401,981
152500,17,2875,810,1876
165000,15,6809,1052,3060
146800,17,4032,814,1749
108500,36,1141,234,562
124700,34,3090,593,1588
164700,18,3646,534,1651
178600,10,4156,609,1878
188400,25,6296,1082,3200
211000,26,2163,339,947
245000,22,14701,2210,6693
325600,22,3650,527,1637
277800,13,2978,505,1794
283700,10,3283,550,2491
241900,6,2850,561,2160
241300,20,3034,451,1669
235700,22,2199,361,1270
259500,17,2281,359,1226
289600,16,2240,300,1221
228600,18,943,213,544
192200,34,2152,430,1516
189100,19,2512,509,1856
150000,28,1049,235,705
168300,22,6912,1513,3794
118800,11,32627,6445,28566
79800,26,4815,910,1341
125200,28,2551,378,1011
122600,11,7212,1355,3264
87500,25,2202,422,1109
81300,30,1019,192,501
122200,8,3544,691,2118
120600,11,3851,892,1847
172000,11,3251,623,1700
154400,10,2086,380,1073
130800,37,3058,567,1351
122500,34,2738,475,1316
215500,17,3956,639,2222
192800,27,2358,415,1562
223300,15,2781,498,1389
231400,25,1642,297,1146
224200,20,2473,476,2228
227600,14,4412,924,2698
164500,15,1807,378,1277
235600,16,906,149,605
221500,17,3912,737,2693
184400,18,3631,947,2357
260500,16,1868,285,995
265800,18,3179,526,1663
272400,18,2581,358,1284
190000,14,2493,407,1296
162200,18,8581,1957,6071
116700,18,1222,250,708
275000,37,352,65,238
178500,18,4518,827,2230
128500,24,1951,341,1140
133100,30,1674,297,756
128500,52,1124,245,528
105100,47,1942,430,1074
97300,37,2724,579,1400
170400,18,2807,445,1315
166800,8,1584,236,615
320700,25,2496,351,1034
456500,34,2218,286,827
416700,29,570,76,244
328000,24,962,146,492
374100,20,3189,420,1234
185500,29,2396,452,2000
172600,28,3477,671,2990
343000,4,5532,778,3651
212500,15,1898,395,1527
209900,15,1794,366,1533
235600,15,1929,345,1683
186500,14,1870,348,1214
253100,15,5957,1037,3838
217000,17,2277,428,1887
209700,22,2996,695,2169
224000,20,3244,520,1769
249500,16,1911,327,1158
236200,14,3379,683,1465
251800,25,4096,623,2128
350000,20,3398,771,1231
244500,12,2070,587,1216
257200,24,2413,369,1237
248000,19,2635,427,1497
253300,16,1674,281,850
107300,23,6010,1116,2710
97000,37,2236,372,974
111400,29,7744,1375,3316
85800,44,2923,659,1371
60300,33,2242,517,1160
66300,42,2978,694,1879
154800,10,6331,1181,3419
210000,26,1974,364,1002
93800,46,176,43,101
96400,50,1120,281,625
93500,47,1265,254,587
99100,42,1017,253,798
127000,25,3018,606,1614
131000,30,3268,567,1714
113400,29,2070,452,985
165200,13,3995,605,1969
485400,12,4711,659,2089
227700,12,1906,351,802
286200,37,4137,636,1569
330800,32,3747,665,1687
320900,32,1650,246,768
167900,42,2913,577,1873
215200,41,1558,281,970
196300,40,802,149,445
161500,34,1834,377,1450
167600,33,1624,337,1412
182400,24,2298,575,2409
195300,23,7609,1446,6034
175800,23,3279,647,2582
231400,10,2506,623,2634
177500,22,2044,402,1925
219400,15,1504,294,1267
222800,16,2085,394,1705
176400,33,2873,489,1946
179500,31,1340,235,1336
279100,16,2030,321,1343
218700,10,3030,574,1623
241200,25,4021,634,2178
245600,24,3344,531,1768
241000,20,3671,567,1944
233100,25,2349,394,1266
291500,23,4487,584,2024
349300,16,2599,430,1417
420000,17,1573,272,142
169100,24,2437,438,1430
378800,22,1746,363,886
87500,14,821,170,477
112600,12,9831,1921,4644
130300,34,3263,604,1290
77900,52,1741,401,753
78700,52,1890,420,974
72500,25,3819,702,1983
97900,42,1282,198,451
122700,36,839,158,446
107500,32,2139,440,1154
146400,15,5115,776,2540
75800,8,2572,738,1384
145300,25,1710,288,799
103600,15,6365,1646,3838
145900,23,1970,296,935
152400,23,1150,174,572
164700,16,2919,462,1456
184800,31,3633,843,2677
209900,15,4430,992,3278
209100,43,821,149,370
171700,29,4045,885,3036
183800,22,3936,860,3508
178600,31,2914,715,3547
182500,26,1848,339,1952
193400,21,6404,1232,6047
173600,27,3127,610,3257
181000,26,1125,210,943
179000,21,4559,1163,5124
165300,17,1887,664,1906
232700,19,11181,1895,7817
185800,16,5684,1386,4203
191000,20,2308,461,2223
115200,20,1649,408,1729
123500,10,1828,453,1356
183100,19,2644,833,2317
230900,17,3057,606,2030
282600,8,4454,1058,2595
213100,7,3609,751,1739
257400,15,3243,551,1752
259300,11,2394,403,1393
123400,17,2332,637,1636
237400,23,2543,388,1297
500001,7,5389,903,2232
245200,22,5507,841,2785
387500,14,2714,361,1259
288400,22,1903,350,760
298600,19,4431,705,1764
162400,33,2938,576,1516
161800,33,1771,398,1037
142100,27,5665,1281,3612
131200,27,2248,466,1644
133100,26,3723,789,2563
185000,30,2748,502,1491
102300,14,2351,620,1215
85100,43,2976,599,1181
55000,52,957,263,513
112500,52,857,232,520
94800,52,677,152,379
200000,52,502,100,311
153100,38,549,105,275
200700,29,3167,548,1554
142600,15,2380,385,1292
126100,13,4545,952,2188
204200,8,7505,1089,3325
352900,13,13182,2074,4847
229900,31,5524,914,2848
201800,34,762,182,611
195800,33,835,181,781
187500,42,1237,232,900
214800,28,1579,339,1252
140100,15,3315,1042,2749
182200,20,3375,867,4610
162900,27,2512,526,3033
160100,28,1535,330,1937
163600,26,1934,408,2059
176300,22,3015,581,2491
192600,14,5762,1538,3979
191900,24,3403,656,2829
166100,18,2749,633,1779
198400,9,3624,812,1856
250800,17,2795,482,1904
184800,5,1808,340,825
234600,25,5939,989,3275
141600,17,2363,473,1369
238800,24,7991,1286,4017
274100,18,3574,504,1803
473400,6,9176,1201,3637
307900,29,4921,967,2319
128900,26,2902,761,2258
122300,15,2190,586,1570
191800,30,2958,691,1616
221300,34,3852,733,1661
362500,20,958,245,590
89900,17,5273,1177,2446
78100,39,568,127,267
84500,41,2901,689,1426
137500,52,444,80,1107
88900,17,3425,827,2469
98800,18,7272,1559,5022
166500,2,790,135,235
133400,26,3364,570,1806
100000,24,2269,584,1239
400000,43,228,40,83
282500,4,4719,741,1895
300600,14,4236,701,1833
367900,8,426,61,241
265300,25,1837,278,1006
199100,17,2156,435,1400
243200,23,1793,319,1145
276600,15,8748,1547,4784
286500,12,12980,2568,8190
128600,18,1525,485,1705
159600,15,3148,1116,3556
205900,11,2109,592,2744
137500,27,1481,409,1505
188100,19,735,158,597
172800,19,2228,559,2845
127900,16,2987,874,4241
178600,19,6275,1546,4312
87500,17,4208,954,1476
294200,17,1957,261,863
311800,16,2312,303,1158
289200,16,1982,280,1030
291200,16,1816,241,793
241200,20,3773,624,1965
237600,17,6425,1268,3934
125000,38,238,72,191
140400,41,3138,717,1890
218000,21,2381,701,1264
186300,42,891,203,525
65600,17,2816,639,1027
117800,12,7653,1578,3628
87300,19,7254,1785,4030
67500,52,242,59,188
161700,16,3216,464,1504
313700,13,9621,1344,4389
293200,22,3634,664,1699
264800,20,5032,808,2695
178900,16,2938,589,1718
263600,16,2411,420,1671
267000,16,1489,262,945
267800,16,2391,369,1419
258100,17,1777,328,1235
181100,15,2052,405,1380
210300,15,8162,2124,8793
156800,31,1602,358,1179
174100,46,1448,330,1094
153300,43,1536,371,1256
182100,35,2391,605,1886
185200,40,2277,508,1718
177300,29,5274,1625,6234
173400,13,2519,581,2094
112500,24,1939,652,1808
178400,14,6160,1222,2472
279500,19,1852,268,866
246500,17,4393,709,2292
224100,16,2814,485,1305
262400,16,6958,1300,2965
361200,18,7245,1029,2893
500001,23,2552,305,916
351800,16,8638,1392,3706
108300,37,338,109,231
195300,31,1044,285,762
156300,21,3634,1011,1985
347700,20,6332,991,2668
159700,11,5103,825,2456
126600,22,1707,296,822
147000,7,1737,290,747
99400,52,2264,439,1403
117800,31,3644,746,2229
144100,17,2713,442,1475
163900,15,2203,312,1051
229400,28,1812,294,853
247200,10,4337,800,1813
238500,39,522,116,161
278500,27,1569,242,583
393200,13,5519,833,2444
500001,43,91,12,58
254200,22,3805,596,2118
261100,25,4430,729,2685
248700,24,3308,548,1891
273700,17,3719,588,2089
351600,16,1767,268,1061
246800,16,2655,487,1862
229800,16,1334,389,1103
163500,16,1050,245,722
335600,14,3851,534,2052
194500,34,938,242,769
183700,52,1557,424,1580
174500,37,1566,375,1223
153700,27,3500,1036,3019
325900,52,1170,215,604
309000,52,1087,166,650
289100,39,2479,541,1990
270300,37,3137,685,2048
184900,39,1839,471,1528
175800,36,1471,360,1182
152400,6,3797,984,2437
215900,28,859,199,455
112500,14,360,124,134
228000,18,1892,568,974
305600,16,3298,451,1542
265700,24,2383,343,1146
183900,4,2498,775,1213
361400,19,7357,963,3018
405900,26,1921,250,725
485000,17,2825,365,1052
500001,18,1080,122,382
402300,20,1918,304,798
368400,7,3703,679,1375
278800,21,1616,400,688
387500,20,10053,1768,3083
153100,12,14631,3298,7517
101400,52,1225,250,725
158600,10,2769,619,1045
87000,46,2112,466,1249
150000,9,5329,1284,2827
151900,22,721,117,367
140300,16,2605,440,1352
296900,25,2244,301,937
475800,20,1309,184,514
186900,17,1621,299,1028
311200,14,2073,343,1107
204100,31,2573,474,1898
226900,23,3224,652,2183
257400,9,6751,1575,4240
273900,13,3334,565,2240
272700,3,4430,841,2559
199000,42,2087,402,1342
210700,30,2453,573,1845
193000,49,1728,350,1146
193500,43,1086,219,715
302900,52,867,232,1264
188900,52,1390,365,921
194400,44,1267,353,1018
212500,40,1547,625,1493
205900,45,1192,371,1084
175000,41,395,164,549
187500,36,1904,689,3561
213600,35,3300,1154,3120
164200,45,2213,564,1920
169300,30,1242,338,1438
262800,28,3085,552,1277
247000,42,1867,398,927
313100,33,2951,529,1288
267400,27,2019,335,1020
289000,24,4567,688,2102
218600,25,3025,689,1755
204700,13,1893,487,1018
225900,13,1676,471,710
240300,24,968,240,631
226400,24,4420,996,2981
394200,14,7174,950,2782
289500,21,4117,752,2001
321100,18,6355,1100,2304
308800,18,4910,817,1971
178100,30,1671,469,760
179500,30,1822,505,932
500001,28,2830,458,898
52000,26,1183,276,513
139200,26,2741,451,1217
94600,36,2707,550,1827
134400,30,4114,743,1994
103900,28,3639,751,2362
500001,4,11444,1355,3898
139300,4,6159,1510,2649
339700,12,7490,1207,3329
247900,20,2948,471,1181
300400,19,2034,288,852
231300,3,1565,464,769
500001,9,4909,577,1981
254400,15,2428,513,1687
422800,8,2534,380,1527
425000,2,1136,365,535
271400,3,4778,1047,2522
186100,37,1525,363,1075
193800,44,2019,615,1243
181900,44,1668,380,1143
170800,43,1185,296,933
190600,46,1197,416,898
204200,43,1423,467,1013
350000,20,1106,494,851
225000,6,1495,552,1087
200000,49,658,318,467
184900,43,1105,241,982
184800,41,977,265,865
172500,34,1014,246,952
223600,52,1994,404,1014
247400,47,2986,627,1399
235200,40,1844,340,719
284800,52,2071,362,825
282300,47,2355,426,961
283300,47,1604,284,639
331600,46,2639,448,938
286600,38,1568,351,710
268800,36,2959,529,1125
281900,32,4308,717,2002
240900,28,1481,256,688
231700,26,1864,331,956
263300,25,3319,531,1560
234800,26,1741,323,1007
316500,23,2705,449,1180
264500,21,2080,352,1040
361600,20,7754,976,3094
355900,16,3574,466,1503
459200,14,5636,697,2281
217300,20,1834,554,971
500000,19,656,200,248
500001,32,784,112,262
150000,18,2700,937,1042
93800,20,1465,278,745
187500,38,575,107,259
90200,36,1489,331,838
181800,5,1560,369,1037
122200,12,1497,360,943
110600,34,3779,766,2356
136000,16,2604,454,1696
177500,14,2677,368,1288
162200,14,1930,363,990
389800,7,9540,1294,3926
332400,15,2130,273,876
323000,18,7397,1137,3126
276200,18,4900,814,2984
320500,16,2952,446,1525
441000,9,957,139,532
265500,4,1646,408,853
228700,24,4759,921,3188
150000,16,2998,603,1606
187500,20,78,72,120
237500,47,1007,245,581
182500,38,1141,333,1028
185300,42,2082,626,1396
212500,52,241,69,385
245800,50,1345,287,791
162500,52,1009,231,929
200000,34,197,44,152
166700,11,1283,390,718
220600,48,1274,313,971
281100,52,2125,431,1014
312000,52,1575,284,629
296600,52,1456,269,582
345900,39,3627,666,1531
283300,36,1389,225,623
424600,26,1797,244,626
302900,34,4613,749,2050
320000,26,3756,553,1408
255600,33,3410,583,1739
263600,28,4538,685,1996
283300,20,4447,661,2062
240400,28,2714,502,1389
250000,20,5483,1079,2892
293300,43,1529,311,570
356600,23,1708,287,670
295200,21,3707,751,1420
335500,22,7281,1233,1849
260300,45,2249,412,944
236500,39,1629,423,804
225000,33,2461,649,1234
301000,42,2689,510,1023
289300,31,1431,370,704
65800,48,1096,218,657
129800,15,2966,558,1687
329400,13,1610,198,703
231800,25,4377,668,2038
259600,23,2179,308,926
259200,18,2876,423,1395
262900,20,1804,254,831
257300,18,3631,547,1700
226800,26,2762,496,1716
225800,26,1669,276,951
255100,19,2174,484,1645
174100,19,1684,387,1224
199700,42,3224,708,1940
240900,35,2189,607,1193
330600,52,2562,410,973
209500,52,2212,563,1195
187500,28,454,147,366
180800,42,1067,256,608
340000,46,3052,587,1373
332600,28,3104,811,1488
327600,43,828,151,446
265000,31,616,131,185
344700,31,2095,427,829
320500,36,945,149,371
351400,18,3597,664,1321
337300,29,5650,817,2098
232000,30,4412,862,2168
255200,32,3983,876,1989
261100,32,3776,620,1790
267200,25,4258,719,2290
272000,30,2327,419,1114
274600,24,5046,1001,2449
405000,27,4866,668,1956
271800,22,2614,453,1240
322300,23,5675,964,2197
300000,22,2442,624,1301
279200,42,817,194,391
290000,52,541,157,240
240100,52,1431,300,657
243800,52,1220,267,488
247900,30,724,167,325
234600,30,2755,597,1519
329500,35,2605,410,1110
291300,31,2034,335,966
339100,17,5039,833,1678
398800,39,5468,834,1782
210000,14,1078,261,382
99500,13,4581,881,1799
193800,10,1320,246,898
193800,26,2056,413,933
181000,2,7747,1133,3481
100200,16,2176,464,1410
125000,16,1840,355,1288
166000,7,1632,248,879
237400,14,5332,884,2093
432400,8,452,51,140
157200,24,1407,327,501
299400,4,7477,1576,2937
285400,13,3742,555,1590
291900,23,1655,223,706
315600,46,1280,209,512
451100,7,28258,3864,12203
193100,10,7441,1588,3571
264400,23,4314,676,1972
246900,26,2016,322,1105
252200,10,3937,1054,2032
137500,42,198,32,158
239200,42,2101,524,1212
204200,35,357,120,377
295800,52,2009,338,841
192600,39,836,254,704
165600,31,1902,554,1485
198400,28,2089,641,1666
241100,34,876,150,424
213900,13,6035,1551,2946
345800,35,1335,296,635
426900,35,2189,307,800
344600,34,943,135,378
346700,32,1260,199,560
308800,27,3028,486,1284
397000,26,6201,783,2381
253500,33,3280,569,1583
282100,29,5536,862,2651
230700,33,1306,259,762
258500,36,3874,656,1826
243200,34,2231,360,1035
281200,27,1265,216,660
279400,26,6777,1051,3319
236500,52,974,190,403
234600,52,867,199,391
254500,52,728,161,313
235400,52,1410,303,578
241700,52,1001,191,425
249300,47,1811,401,948
253800,29,3735,808,1873
268000,27,3044,661,1229
243800,21,1242,340,834
369100,40,2124,449,643
364000,39,2144,538,749
500001,52,2616,483,582
452800,44,3494,635,693
465800,37,2190,419,490
468000,33,5323,887,1670
44000,28,4225,835,1908
154800,13,1524,286,940
312600,16,2169,262,877
366700,13,2085,292,852
434700,2,227,35,114
461400,5,2255,269,876
343500,16,3326,419,1272
275000,23,2564,347,1043
206000,26,4822,845,2288
225600,3,2456,582,793
500001,24,3166,424,1081
352400,25,1354,192,596
243500,27,5532,973,2855
300000,5,1150,311,648
67500,34,148,28,132
234100,36,1823,410,1589
421000,44,2142,358,846
167500,52,1460,492,1165
211300,50,1135,215,500
252800,29,1377,430,969
229800,26,2182,704,1638
292500,16,2111,485,1285
233300,16,1111,226,317
234200,14,6277,1742,3025
288200,36,2241,437,989
376200,34,2422,370,1010
255100,35,1855,345,985
278100,30,2862,544,1387
291300,39,1103,175,446
260100,32,1555,287,779
234200,21,1354,289,639
335900,26,2574,414,1096
500001,21,4872,594,1811
398500,37,1150,203,511
340600,14,679,108,306
363500,36,1522,230,677
283500,19,6356,1100,2954
313900,28,3983,852,1582
253800,39,869,173,406
278000,34,2351,440,1063
225700,33,3455,683,1704
386500,25,2201,353,622
70500,39,844,161,535
91700,15,1462,314,774
260900,15,1263,211,665
78600,25,182,48,71
120100,17,7973,1591,2899
81300,35,10869,2226,9879
87100,27,1654,478,1141
113900,29,5765,1170,3266
288000,18,2541,355,986
320400,16,3421,427,1341
500001,11,2836,373,959
369200,8,11336,1657,4089
356100,4,6875,1439,2889
269800,17,2559,370,1238
258200,22,1980,291,861
271100,15,6473,1027,2484
442900,15,5674,748,2412
356000,31,2537,382,1067
305300,27,3715,526,1631
259600,33,2095,342,941
112500,16,3936,788,1910
231600,52,906,227,1662
244000,18,1922,561,1096
246100,36,3142,632,1372
229300,29,3377,853,1674
251100,37,1822,329,845
257600,36,1893,359,797
330500,34,1809,317,863
225800,46,2451,472,1163
246400,5,2364,578,1102
307000,30,4238,1010,1914
280500,30,1680,312,858
332500,30,1758,248,814
293000,26,4348,814,2347
262500,25,1455,370,734
212500,22,2593,637,1249
214100,20,710,188,363
327500,27,2859,464,1144
236900,39,1030,191,537
238000,43,2104,388,1137
264200,21,3843,716,1850
332800,16,3942,749,1894
245300,35,1484,244,664
363800,26,2561,388,1165
290500,19,1741,294,632
315200,32,2210,426,1082
221700,11,4571,924,2004
264300,21,3520,831,1486
330800,31,1738,422,746
500001,28,3153,409,569
69800,19,1265,228,755
232800,19,3011,551,1665
142100,9,4999,874,2687
143100,5,5526,1102,3207
100700,9,3360,833,2041
259500,18,2739,393,1072
253600,27,1469,216,578
285400,21,3153,411,1318
450400,5,7178,898,2823
356700,4,14652,2826,5613
266000,19,5721,837,2653
250000,19,1127,170,518
333400,21,10687,1540,4552
248900,29,3517,645,1724
196900,33,3994,764,2721
137500,13,2164,412,1087
264100,24,5230,934,3795
87500,22,765,198,390
208600,27,3236,832,2230
235600,25,3472,956,2267
235500,48,1246,294,697
237900,42,1421,330,659
244400,36,832,211,545
256100,25,5236,1320,2529
294700,36,1683,286,740
275900,31,1866,465,821
263200,39,1164,199,619
270500,33,726,168,351
264600,27,4140,969,2135
267500,25,5641,1517,3786
293000,21,4193,1068,2487
234300,9,1503,381,715
260000,30,3734,813,1834
262500,52,777,148,362
242900,19,7027,1847,3759
181300,17,1330,271,408
248700,10,3611,803,1599
268200,34,2906,544,1282
332000,30,3298,634,1532
413500,37,3109,541,1566
405400,32,1382,239,705
500001,20,2345,322,890
397700,21,2387,357,913
407800,31,1736,250,497
469900,32,3152,504,793
417100,22,3553,530,1108
112500,39,701,130,271
139600,6,1485,318,894
218800,11,3208,790,1772
117300,20,1415,266,667
140300,7,3292,698,1911
151700,15,2857,373,1325
143500,14,3035,680,1597
158300,3,7985,1257,3664
130600,12,5127,998,2749
95300,35,2691,542,1409
210100,2,3129,707,1606
229200,28,1838,273,899
196100,7,3418,740,1583
181200,25,4026,791,1850
167800,13,3216,765,1627
194700,26,3084,505,1557
500001,10,3209,379,1199
398200,29,7479,977,2744
403400,12,6488,778,2404
425100,8,3865,463,1548
336500,6,8072,1050,3386
236000,14,5106,1207,2738
228000,28,2949,529,1538
218800,23,2215,475,1278
235900,18,2375,652,1252
223900,26,4211,741,2352
223500,22,5811,1125,3215
158000,18,2514,578,2205
238000,17,3208,617,2286
219300,20,1032,229,658
261400,33,2581,623,1598
264500,16,5040,1325,3150
251300,37,1755,325,699
279900,32,1484,274,673
255400,42,2001,402,942
252600,34,1461,299,739
288300,26,3269,788,1427
227700,11,1711,493,1094
290900,31,3890,711,1898
365500,26,4310,678,1819
303400,23,4040,843,2181
283000,24,1240,263,690
280400,33,1940,327,877
273900,28,5018,1066,2846
286800,31,3347,589,1566
269100,22,6114,1211,2983
333300,22,1408,351,636
371900,35,1018,169,484
339300,19,1858,359,790
430900,26,3032,605,1208
476400,36,4423,632,1719
500001,35,4709,723,1866
